,master_recipe_id,id,name,edition_year,ingredient_id_0,recipe_ingredient_type_0,measurement_id_0,amount_0,ingredient_id_1,recipe_ingredient_type_1,measurement_id_1,amount_1,ingredient_id_2,recipe_ingredient_type_2,measurement_id_2,amount_2,ingredient_id_3,recipe_ingredient_type_3,measurement_id_3,amount_3,ingredient_id_4,recipe_ingredient_type_4,measurement_id_4,amount_4,ingredient_id_5,recipe_ingredient_type_5,measurement_id_5,amount_5,ingredient_id_6,recipe_ingredient_type_6,measurement_id_6,amount_6,ingredient_id_7,recipe_ingredient_type_7,measurement_id_7,amount_7,ingredient_id_8,recipe_ingredient_type_8,measurement_id_8,amount_8,ingredient_id_9,recipe_ingredient_type_9,measurement_id_9,amount_9,ingredient_id_10,recipe_ingredient_type_10,measurement_id_10,amount_10,ingredient_id_11,recipe_ingredient_type_11,measurement_id_11,amount_11,ingredient_id_12,recipe_ingredient_type_12,measurement_id_12,amount_12,ingredient_id_13,recipe_ingredient_type_13,measurement_id_13,amount_13,ingredient_replacement_suggestions,instructions,glass_id,notes,year_introduced
52,57.0,57,Bull's Milk,2012,52.0,Main,4.0,1 1/2,23.0,Main,4.0,1,5.0,Main,4.0,1/4,98.0,Main,4.0,3,98.0,Main,4.0,3,99.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled Collins glass. Top with nutmeg and cinnamon.,13,,1957
53,58.0,58,Cadiz,2012,100.0,Main,4.0,1/4,101.0,Main,4.0,1/4,21.0,Main,4.0,1/2,67.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into ice-filled old-fashioned glass.,27,,1974
54,59.0,59,Calvados Cocktail,2012,44.0,Main,4.0,1 1/2,53.0,Main,4.0,1 1/2,21.0,Main,4.0,3/4,17.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,2012
55,60.0,60,Cara Sposa,2012,102.0,Main,4.0,1,21.0,Main,4.0,3/4,67.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1974
56,61.0,61,Carroll Cocktail,2012,52.0,Main,4.0,1 1/2,9.0,Main,4.0,3/4,103.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass. Add cherry.,44,,2012
57,62.0,62,Champs Elysees Cocktail,2012,52.0,Main,4.0,1,104.0,Main,4.0,1/2,22.0,Main,4.0,1/2,5.0,Main,10.0,1,6.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meukow's rich aromas of spice and fruit combined with its round medium body are the perfect pairing for the elegantly herbal Champs Elysees. It's dry-yet fruity flavor bond with the sweet citrus to create a deliciously balanced cocktail with a warm herbaceous finish.

Also consider world-famous Peychaud’s Bitters in this cocktail. A proprietary recipe that includes several different herbs and spices with a flavor profile that is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Shake with ice and strain into chilled cocktail glass.,44,"No one does elegance quite like the French, and this cocktail is no exception. You've likely heard of the Champs Elysées in Paris, the long, illustrious avenue stretching all the way from the Louvre to the Arc de Triomphe and on to the Défense at the western edge of the city. The name, which is an allusion to Greek mythology, translates to Elysian Fields. This was the place where righteous souls were believed to go after death to continue living blessed and happy lives, and hopefully drinking these. This heavenly concoction seems to have first appeared the Harry Craddock's 1930 Savoy Cocktail Book, though little else is known about it's history. The Champs Elysées is earthy and distinctly aromatic without being overly herbaceous, and it makes an exquisite after-dinner drink. All things considered, this cocktail is très très chic.",1935
58,63.0,63,Charles Cocktail,2012,52.0,Main,4.0,1 1/2,9.0,Main,4.0,1 1/2,6.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Stir with ice and strain into chilled cocktail glass.,44,,1935
59,64.0,64,Cherry Blossom,2012,105.0,For the Glass,0.0,1 1/2,52.0,Main,4.0,1,91.0,Main,4.0,1/2,22.0,Main,4.0,1/2,21.0,Main,4.0,1/4,54.0,Main,4.0,1/4,103.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rim chilled cocktail glass with brandy and sugar. Shake ingredients
with ice and strain into glass. Add cherry.",44,,1984
60,65.0,65,Chicago Cocktail,2012,106.0,For the Glass,0.0,2,52.0,Main,4.0,1,22.0,Main,4.0,1/2,35.0,Main,4.0,1/4,77.0,Main,4.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rim chilled old-fashioned glass with lemon and sugar. Stir remaining ingredients with ice and strain into glass.,27,,1935
61,66.0,66,Coffee Grasshopper,2012,102.0,Main,4.0,3/4,55.0,Main,4.0,3/4,67.0,Main,4.0,3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into ice-filled old-fashioned glass.,27,,1974
62,67.0,67,Cognac Highball,2012,20.0,Main,4.0,2,58.0,Main,0.0,2,59.0,Garnish,0.0,1,4.0,Garnish,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour Cognac into ice-filled highball glass and fill with ginger ale or
soda water. Add lemon twist, if desired, and stir.",21,,1935
63,68.0,68,Cold Deck Cocktail,2012,52.0,Main,4.0,1,9.0,Main,4.0,1/2,55.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1935
64,69.0,69,Corpse Reviver No. 1,2012,20.0,Main,4.0,2,107.0,Main,4.0,1,9.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into a chilled cocktail glass.,44,,2012
65,70.0,70,Creme De Cafe,2012,102.0,Main,4.0,1,23.0,Main,4.0,1/2,75.0,Main,4.0,1/2,67.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled old-fashioned glass.,27,,1974
66,71.0,71,The Crux,2012,108.0,Main,4.0,3/4,21.0,Main,4.0,3/4,52.0,Main,4.0,3/4,22.0,Main,4.0,3/4,109.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass. Add orange twist.,44,,2012
67,72.0,72,Cuban Cocktail No. 2,2012,52.0,Main,4.0,1 1/2,23.0,Main,4.0,1/2,63.0,Main,4.0,1/2,24.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,Juice of 1/2 Lime or 1/4 Lemon,1935
68,73.0,73,D'artagnan,2012,50.0,Main,10.0,1,110.0,Main,10.0,1,5.0,Main,10.0,1,53.0,Main,4.0,1/2,111.0,Main,4.0,3,112.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake first four ingredients with ice and strain into champagne flute.
Top with Champagne and insert orange zest strips to extend the
length of the glass.",3,,2012
69,74.0,74,Deauville Cocktail,2012,52.0,Main,4.0,1/2,57.0,Main,4.0,1/2,21.0,Main,4.0,1/2,22.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1935
70,75.0,75,Depth Bomb,2012,57.0,Main,4.0,1,52.0,Main,4.0,1,22.0,Main,2.0,1,54.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into ice-filled old-fashioned glass.,27,,1974
71,76.0,76,Dolores,2012,113.0,Main,4.0,1,114.0,Main,4.0,1,115.0,Main,4.0,1,116.0,Main,0.0,1,81.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake without ice. shake with ice and strain into a chilled champagne flute. Top with nutmeg.,3,,2012
72,77.0,77,Dream Cocktail,2012,52.0,Main,4.0,1 1/2,21.0,Main,4.0,3/4,75.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1935
73,78.0,78,East India Cocktail No. 1,2012,52.0,Main,4.0,1 1/2,117.0,Main,4.0,1/2,21.0,Main,4.0,1/2,118.0,Main,4.0,1/2,6.0,Main,2.0,1,119.0,Garnish,0.0,1,2111.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Shake with ice and strain into chilled cocktail glass. Add lemon twist and cherry.,44,,1935
74,79.0,79,El Profesor,2012,120.0,Main,4.0,1,121.0,Main,4.0,1/2,66.0,Main,4.0,1/2,122.0,Main,2.0,2,18.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Stir with ice and strain into chilled old-fashioned glass. Add lemon
twist.",27,,2012
75,80.0,80,Ethel Duffy Cocktail,2012,63.0,Main,4.0,3/4,55.0,Main,4.0,3/4,21.0,Main,4.0,3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1935
76,81.0,81,Fallen Leaves,2012,44.0,Main,4.0,3/4,9.0,Main,4.0,3/4,19.0,Main,4.0,1/4,52.0,Main,2.0,1,18.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass. Add lemon twist.,44,,2012
77,82.0,82,Fancy Brandy,2012,52.0,Main,4.0,2,21.0,Main,4.0,1/4,5.0,Main,4.0,1/4,6.0,Main,2.0,1,18.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Shake with ice and strain into chilled cocktail glass. Add lemon
twist.",44,,1984
78,83.0,83,Fantasio Cocktail,2012,52.0,Main,4.0,1,19.0,Main,4.0,3/4,55.0,Main,10.0,1,77.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1935
79,84.0,84,Fontainebleau Special,2012,52.0,Main,4.0,1,75.0,Main,4.0,1,19.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1974
80,85.0,85,French Quarter,2012,52.0,Main,4.0,2 1/2,123.0,Main,4.0,3/4,124.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stir with ice and strain into chilled cocktail glass. Garnish with
lemon.",44,,2012
81,86.0,86,Froupe Cocktail,2012,52.0,Main,4.0,1 1/2,9.0,Main,4.0,1 1/2,66.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1935
82,87.0,87,Georgia Mint Julep,2012,125.0,Main,0.0,2,5.0,Main,4.0,1/4,52.0,Main,4.0,1 1/2,126.0,Main,4.0,1,127.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muddle mint and syrup in Collins glass. Fill with ice. Add brandy
and peach-flavored brandy. Stir and garnish with additional mint.",13,,1974
83,88.0,88,Gilroy Cocktail,2012,91.0,Main,4.0,3/4,16.0,Main,4.0,3/4,19.0,Main,4.0,1/2,22.0,Main,4.0,1/2,17.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1935
84,89.0,89,Goat's Delight,2012,52.0,Main,4.0,1,128.0,Main,4.0,1 1/2,67.0,Main,4.0,1/4,129.0,Main,2.0,1,130.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,2012
85,90.0,90,Golden Dawn,2012,57.0,Main,4.0,1,63.0,Main,4.0,1/2,16.0,Main,4.0,1/2,131.0,Main,4.0,1,54.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake first four ingredients with ice and strain into ice-filled oldfashioned glass. Add grenadine.,27,,1974
86,91.0,91,Gotham,2012,130.0,Main,11.0,1,52.0,Main,4.0,3,132.0,Main,2.0,3,18.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour absinthe into chilled old-fashioned glass and swirl to coat.
Shake brandy and bitters with ice and strain into glass. Add lemon
twist.",27,,2012
87,92.0,92,Harvard Cocktail,2012,52.0,Main,4.0,1 1/2,9.0,Main,4.0,3/4,22.0,Main,4.0,1/2,54.0,Main,10.0,1,6.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Shake with ice and strain into chilled cocktail glass.,44,,1957
88,93.0,93,Harvard Cooler,2012,57.0,Main,4.0,2,5.0,Main,4.0,1/2,65.0,Main,0.0,2,64.0,Garnish,0.0,,2314.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stir brandy and syrup in Collins glass. Add ice cubes and fill with
soda water or ginger ale. Insert spiral of orange or lemon zest (or
both) and dangle end(s) over rim of glass.",13,,1935
89,94.0,94,Honeymoon Cocktail,2012,57.0,Main,4.0,3/4,66.0,Main,4.0,3/4,22.0,Main,4.0,3/4,21.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1957
90,95.0,95,Jack-In-The-Box,2012,133.0,Main,4.0,1,118.0,Main,4.0,1,6.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Shake with ice and strain into chilled cocktail glass.,44,,1984
91,96.0,96,Jack Maples,2012,133.0,Main,4.0,2,134.0,Main,10.0,1,122.0,Main,2.0,1,135.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Stir with ice and strain into cocktail glass. Garnish with cinnamon
stick.",44,,2012
92,97.0,97,Jack Rose Cocktail,2012,133.0,Main,4.0,1 1/2,24.0,Main,4.0,1/2,54.0,Main,4.0,1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,"The Jack Rose is a history lesson in itself—a veritable “blast from the past”, if you will. This drink was originally made with applejack, a uniquely North American high-proof brandy, which was essentially made by distilling apple cider. As applejack has gone down in popularity, the Jack Rose has become an increasingly rare find, but it is definitely worth tasting. As David Embury put it in his 1948 The Fine Art of Mixing Drinks, it is a deceptively simple cocktail that can “whet rather than dull the appetite”. It's light, aromatic, and makes a perfect autumn cocktail. Embury also included The Jack Rose in the same book as one of the six basic cocktails. Isn't history fun?",1935
93,98.0,98,Jamaica Granito,2012,52.0,Main,4.0,1 1/2,21.0,Main,4.0,1,136.0,Main,12.0,1,60.0,Main,0.0,,81.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Add first three ingredients to Collins glass. Add soda water. Top
with nutmeg.",13,,1957
94,99.0,99,Japanese,2012,52.0,Main,4.0,2,129.0,Main,4.0,1/2,6.0,Main,2.0,2,18.0,Garnish,0.0,1,2345.0,Garnish,78.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Stir with ice and strain into chilled cocktail glass. Add lemon twist.,44,,1974
95,100.0,100,Jersey Lightning,2012,133.0,Main,4.0,1 1/2,9.0,Main,4.0,1/2,24.0,Main,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1984
96,101.0,101,Johnny Appleseed,2012,137.0,Main,13.0,2,22.0,Main,4.0,1/2,5.0,Main,4.0,1/2,20.0,Main,4.0,1,91.0,Main,4.0,1/2,138.0,Main,4.0,1,139.0,Garnish,13.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muddle first 3 ingredients in mixing glass. Add remaining
ingredients and shake with ice. Strain through wire sieve into ice-filled wine glass. Garnish with apple slice.",34,,2012
97,102.0,102,Jack Rabbit Punch,2012,133.0,Main,4.0,1 1/2,140.0,Main,4.0,3/4,141.0,Main,4.0,1/4,22.0,Main,4.0,3/4,142.0,Main,4.0,1/2,143.0,Main,4.0,2,144.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake ingredients, except for sparkling wine, with ice and strain into ice-filled brandy snifter. Top with sparkling wine. Add garnishes.",25,,2012
98,103.0,103,Kumquat Cooler,2012,145.0,Main,13.0,3,20.0,Main,4.0,1 1/2,45.0,Main,4.0,1/2,22.0,Main,4.0,1/2,146.0,Main,4.0,1/4,5.0,Main,4.0,1/4,147.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muddle kumquats in mixing glass. Add remaining ingredients and ice and shake. Strain into crushed ice-filled Collins glass. Garnish
with kumquat and lemon.",13,,2012
99,104.0,104,Lady Be Good,2012,52.0,Main,4.0,1 1/2,55.0,Main,4.0,1/2,9.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1974
100,105.0,105,La Jolla,2012,52.0,Main,4.0,1 1/2,148.0,Main,4.0,1/2,22.0,Main,4.0,1/2,131.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1974
101,106.0,106,Liberty cocktail,2012,57.0,Main,4.0,1 1/2,23.0,Main,4.0,3/4,5.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1935
102,107.0,107,Luxury Cocktail,2012,52.0,Main,4.0,1,17.0,Main,2.0,2,111.0,Main,4.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gently fold ingredients with ice, so as not to remove bubbles, then
strain into chilled champagne flute.",3,,1957
103,108.0,108,Metropole,2012,52.0,Main,4.0,1 1/2,19.0,Main,4.0,1 1/2,17.0,Main,2.0,2,47.0,Main,2.0,1,103.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stir with ice and strain into chilled cocktail glass. Garnish with
cherry.",44,,2012
104,109.0,109,Metropolitan Cocktail,2012,52.0,Main,4.0,1 1/4,9.0,Main,4.0,1 1/4,5.0,Main,4.0,1/4,6.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Stir with ice and strain into chilled cocktail glass.,44,,1935
105,110.0,110,Midnight Cocktail,2012,63.0,Main,4.0,1,21.0,Main,4.0,1/2,22.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,44,,1957
106,111.0,111,Mikado Cocktail,2012,52.0,Main,4.0,1,21.0,Main,2.0,1,54.0,Main,2.0,1,149.0,Main,2.0,1,6.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Stir in ice-filled old-fashioned glass.,27,,1935
107,112.0,112,Mon Sherry,2012,20.0,Main,4.0,1 1/2,140.0,Main,4.0,3/4,150.0,Main,4.0,1/2,17.0,Main,2.0,2,151.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass. Add cherry and top with nutmeg.,44,,2012
108,113.0,113,Montana,2012,52.0,Main,4.0,1 1/2,69.0,Main,4.0,1,19.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir in ice-filled old-fashioned glass.,27,,1974
109,114.0,114,Moonlight,2012,57.0,Main,4.0,2,22.0,Main,4.0,3/4,5.0,Main,4.0,3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake with ice and strain into ice-filled old-fashioned glass.,27,,1974
110,115.0,115,Morning Cocktail,2012,52.0,Main,4.0,1,19.0,Main,4.0,1,21.0,Main,2.0,1,77.0,Main,2.0,1,75.0,Main,2.0,1,17.0,Main,2.0,2,103.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass. Garnish with cherry.,44,juice 1/2 lemon or 1 lime. ,1935
